Source protein	Target protein	Source gene	Target gene	Supportability	Mean MR	Function
Clusterin	Insulin-like growth factor-binding protein 2	CLU	IGFBP2	2	4820.91	insulin like growth factor binding protein 2
Coagulation factor XII	Insulin-like growth factor-binding protein 2	F12	IGFBP2	2	7088.07	insulin like growth factor binding protein 2
Elastin	Insulin-like growth factor-binding protein 2	ELN	IGFBP2	2	7017.974999999999	insulin like growth factor binding protein 2
Extracellular matrix protein 1	Insulin-like growth factor-binding protein 2	ECM1	IGFBP2	2	6372.99	insulin like growth factor binding protein 2
Desmoplakin	Insulin-like growth factor-binding protein 2	DSP	IGFBP2	2	7259.4525	insulin like growth factor binding protein 2
Collagen alpha-1(I) chain	Insulin-like growth factor-binding protein 2	COL1A1	IGFBP2	2	7453.38	insulin like growth factor binding protein 2
Collagen alpha-1(XVIII) chain	Insulin-like growth factor-binding protein 2	COL18A1	IGFBP2	2	4852.34	insulin like growth factor binding protein 2
Collagen alpha-1(III) chain	Insulin-like growth factor-binding protein 2	COL3A1	IGFBP2	2	6380.9475	insulin like growth factor binding protein 2
Calponin-1	Insulin-like growth factor-binding protein 2	CNN1	IGFBP2	2	7991.452499999999	insulin like growth factor binding protein 2
Claudin-5	Insulin-like growth factor-binding protein 2	CLDN5	IGFBP2	2	8393.712500000001	insulin like growth factor binding protein 2
Tetranectin	Insulin-like growth factor-binding protein 2	CLEC3B	IGFBP2	2	7120.389999999999	insulin like growth factor binding protein 2
Complement factor B	Insulin-like growth factor-binding protein 2	CFD	IGFBP2	2	8893.7125	insulin like growth factor binding protein 2
Complement factor D	Insulin-like growth factor-binding protein 2	CFD	IGFBP2	2	8893.7125	insulin like growth factor binding protein 2
Ceruloplasmin	Insulin-like growth factor-binding protein 2	CP	IGFBP2	2	8660.657500000001	insulin like growth factor binding protein 2
Cadherin-5	Insulin-like growth factor-binding protein 2	CDH5	IGFBP2	2	7513.245	insulin like growth factor binding protein 2
Complement factor I	Insulin-like growth factor-binding protein 2	CFI	IGFBP2	2	7542.565	insulin like growth factor binding protein 2
Complement C1s subcomponent	Insulin-like growth factor-binding protein 2	C1S	IGFBP2	2	8234.1975	insulin like growth factor binding protein 2
Complement C1q subcomponent subunit C	Insulin-like growth factor-binding protein 2	C1QC	IGFBP2	2	8839.119999999999	insulin like growth factor binding protein 2
Complement C1q subcomponent subunit A	Insulin-like growth factor-binding protein 2	C1QA	IGFBP2	2	8826.73	insulin like growth factor binding protein 2
Collagen alpha-2(I) chain	Insulin-like growth factor-binding protein 2	COL1A2	IGFBP2	2	7674.699999999999	insulin like growth factor binding protein 2
Zinc-alpha-2-glycoprotein	Insulin-like growth factor-binding protein 2	AZGP1	IGFBP2	2	7436.3675	insulin like growth factor binding protein 2
Apolipoprotein E	Insulin-like growth factor-binding protein 2	APOE	IGFBP2	2	7867.095000000001	insulin like growth factor binding protein 2
Apolipoprotein D	Insulin-like growth factor-binding protein 2	APOD	IGFBP2	2	8359.9225	insulin like growth factor binding protein 2
Adipocyte plasma membrane-associated protein	Insulin-like growth factor-binding protein 2	APMAP	IGFBP2	2	7049.7875	insulin like growth factor binding protein 2
Angiogenin	Insulin-like growth factor-binding protein 2	ANG	IGFBP2	2	7363.195	insulin like growth factor binding protein 2
A disintegrin and metalloproteinase with thrombospondin motifs 2	Insulin-like growth factor-binding protein 2	ADAMTS2	IGFBP2	2	6850.685	insulin like growth factor binding protein 2
Actin, aortic smooth muscle	Insulin-like growth factor-binding protein 2	ACTA2	IGFBP2	2	7944.22	insulin like growth factor binding protein 2
Alpha-2-macroglobulin	Insulin-like growth factor-binding protein 2	A2M	IGFBP2	2	7544.4025	insulin like growth factor binding protein 2
Alpha-1B-glycoprotein_VAR_018369	Insulin-like growth factor-binding protein 2	A1BG	IGFBP2	2	6479.885	insulin like growth factor binding protein 2
von Willebrand factor	Collagen alpha-1(III) chain	VWF	COL3A1	3	6895.375	collagen type III alpha 1 chain
Vascular cell adhesion protein 1	Collagen alpha-1(III) chain	VCAM1	COL3A1	3	2822.685	collagen type III alpha 1 chain
Vasorin	Collagen alpha-1(III) chain	VASN	COL3A1	3	5861.8875	collagen type III alpha 1 chain
Metalloproteinase inhibitor 2	Collagen alpha-1(III) chain	TIMP2	COL3A1	3	5691.3025	collagen type III alpha 1 chain
Metalloproteinase inhibitor 1	Collagen alpha-1(III) chain	TIMP1	COL3A1	3	5633.73	collagen type III alpha 1 chain
Thrombospondin-4	Collagen alpha-1(III) chain	THBS4	COL3A1	3	7234.835	collagen type III alpha 1 chain
Thrombospondin-1	Collagen alpha-1(III) chain	THBS1	COL3A1	3	6364.449999999999	collagen type III alpha 1 chain
Thrombomodulin	Collagen alpha-1(III) chain	THBD	COL3A1	3	8709.907500000001	collagen type III alpha 1 chain
Tissue_factor_pathway_inhibitor	Collagen alpha-1(III) chain	TFPI	COL3A1	3	7273.71	collagen type III alpha 1 chain
Osteopontin	Collagen alpha-1(III) chain	SPP1	COL3A1	3	7946.637499999999	collagen type III alpha 1 chain
SPARC	Collagen alpha-1(III) chain	SPARC	COL3A1	3	1256.705	collagen type III alpha 1 chain
Transcription factor SOX-11	Collagen alpha-1(III) chain	SOX11	COL3A1	3	8552.09	collagen type III alpha 1 chain
Plasma protease C1 inhibitor	Collagen alpha-1(III) chain	SERPING1	COL3A1	3	6762.7875	collagen type III alpha 1 chain
Pigment epithelium-derived factor	Collagen alpha-1(III) chain	SERPINF1	COL3A1	3	3505.8225	collagen type III alpha 1 chain
Plasminogen activator inhibitor 1	Collagen alpha-1(III) chain	SERPINE1	COL3A1	3	6564.445	collagen type III alpha 1 chain
Plasma serine protease inhibitor	Collagen alpha-1(III) chain	SERPINA5	COL3A1	3	8604.2675	collagen type III alpha 1 chain
Alpha-1-antichymotrypsin	Collagen alpha-1(III) chain	SERPINA3	COL3A1	3	7275.5475	collagen type III alpha 1 chain
Vitamin K-dependent protein S	Collagen alpha-1(III) chain	PROS1	COL3A1	3	6920.647500000001	collagen type III alpha 1 chain
Endothelial protein C receptor	Collagen alpha-1(III) chain	PROCR	COL3A1	3	7717.0825	collagen type III alpha 1 chain
Proteoglycan 4	Collagen alpha-1(III) chain	PRG4	COL3A1	3	6569.115	collagen type III alpha 1 chain
Phospholipid transfer protein	Collagen alpha-1(III) chain	PLTP	COL3A1	3	6632.9675	collagen type III alpha 1 chain
Proenkephalin-A	Collagen alpha-1(III) chain	PENK	COL3A1	3	7170.03	collagen type III alpha 1 chain
Pappalysin-1	Collagen alpha-1(III) chain	PAPPA	COL3A1	3	3182.6725	collagen type III alpha 1 chain
Matrix metalloproteinase-9	Collagen alpha-1(III) chain	MMP9	COL3A1	3	7950.895	collagen type III alpha 1 chain
72 KDa type IV collagenase	Collagen alpha-1(III) chain	MMP2	COL3A1	3	681.2	collagen type III alpha 1 chain
Interstitial collagenase	Collagen alpha-1(III) chain	MMP1	COL3A1	3	6697.8875	collagen type III alpha 1 chain
Matrix Gla protein	Collagen alpha-1(III) chain	MGP	COL3A1	3	1946.4175	collagen type III alpha 1 chain
Lumican	Collagen alpha-1(III) chain	LUM	COL3A1	3	93.1275	collagen type III alpha 1 chain
Lipopolysaccharide-binding protein	Collagen alpha-1(III) chain	LBP	COL3A1	3	7859.215	collagen type III alpha 1 chain
Immunoglobulin kappa variable 4-1	Collagen alpha-1(III) chain	IGKV4-1	COL3A1	3	8592.279999999999	collagen type III alpha 1 chain
Ig gamma-1 chain C region	Collagen alpha-1(III) chain	IGHG1	COL3A1	3	5786.755	collagen type III alpha 1 chain
Insulin-like growth factor-binding protein 3	Collagen alpha-1(III) chain	IGFBP3	COL3A1	3	4246.030000000001	collagen type III alpha 1 chain
Insulin-like growth factor-binding protein 2	Collagen alpha-1(III) chain	IGFBP2	COL3A1	3	6380.9475	collagen type III alpha 1 chain
Insulin-like growth factor I	Collagen alpha-1(III) chain	IGF1	COL3A1	3	3364.4675	collagen type III alpha 1 chain
Follistatin-related protein 1	Collagen alpha-1(III) chain	FSTL1	COL3A1	3	1328.3075	collagen type III alpha 1 chain
Fibronectin	Collagen alpha-1(III) chain	FN1	COL3A1	3	1374.1625	collagen type III alpha 1 chain
Ficolin-3	Collagen alpha-1(III) chain	FCN3	COL3A1	3	8376.075	collagen type III alpha 1 chain
Fibulin-1	Collagen alpha-1(III) chain	FBLN1	COL3A1	3	2553.6500000000005	collagen type III alpha 1 chain
Elastin	Collagen alpha-1(III) chain	ELN	COL3A1	3	2410.6475	collagen type III alpha 1 chain
Extracellular matrix protein 1	Collagen alpha-1(III) chain	ECM1	COL3A1	3	4555.0225	collagen type III alpha 1 chain
Desmoplakin	Collagen alpha-1(III) chain	DSP	COL3A1	3	7124.17	collagen type III alpha 1 chain
Dickkopf-related protein 2	Collagen alpha-1(III) chain	DKK2	COL3A1	3	2764.28	collagen type III alpha 1 chain
Dickkopf-related protein 1	Collagen alpha-1(III) chain	DKK1	COL3A1	3	9007.3125	collagen type III alpha 1 chain
Collagen alpha-1(I) chain	Collagen alpha-1(III) chain	COL1A1	COL3A1	3	12.95	collagen type III alpha 1 chain
Collagen alpha-1(XVIII) chain	Collagen alpha-1(III) chain	COL18A1	COL3A1	3	3653.9225	collagen type III alpha 1 chain
Calponin-1	Collagen alpha-1(III) chain	CNN1	COL3A1	3	5426.467500000001	collagen type III alpha 1 chain
Tetranectin	Collagen alpha-1(III) chain	CLEC3B	COL3A1	3	6366.385	collagen type III alpha 1 chain
Complement factor H	Collagen alpha-1(III) chain	CFH	COL3A1	3	3495.685	collagen type III alpha 1 chain
Ceruloplasmin	Collagen alpha-1(III) chain	CP	COL3A1	3	7235.035	collagen type III alpha 1 chain
Cadherin-5	Collagen alpha-1(III) chain	CDH5	COL3A1	3	4428.139999999999	collagen type III alpha 1 chain
Cadherin-13	Collagen alpha-1(III) chain	CDH13	COL3A1	3	5810.463333333333	collagen type III alpha 1 chain
Complement component C7	Collagen alpha-1(III) chain	C7	COL3A1	3	3555.7175	collagen type III alpha 1 chain
Complement factor I	Collagen alpha-1(III) chain	CFI	COL3A1	3	5639.1175	collagen type III alpha 1 chain
Complement C1s subcomponent	Collagen alpha-1(III) chain	C1S	COL3A1	3	1680.8624999999995	collagen type III alpha 1 chain
Complement C1q subcomponent subunit C	Collagen alpha-1(III) chain	C1QC	COL3A1	3	6476.0975	collagen type III alpha 1 chain
Complement C1q subcomponent subunit B	Collagen alpha-1(III) chain	C1QB	COL3A1	3	7486.13	collagen type III alpha 1 chain
Complement C1q subcomponent subunit A	Collagen alpha-1(III) chain	C1QA	COL3A1	3	7000.7875	collagen type III alpha 1 chain
Collagen alpha-2(I) chain	Collagen alpha-1(III) chain	COL1A2	COL3A1	3	4.28	collagen type III alpha 1 chain
Apolipoprotein E	Collagen alpha-1(III) chain	APOE	COL3A1	3	7150.380000000001	collagen type III alpha 1 chain
Apolipoprotein D	Collagen alpha-1(III) chain	APOD	COL3A1	3	7413.5475	collagen type III alpha 1 chain
Apolipoprotein C-I	Collagen alpha-1(III) chain	APOC1	COL3A1	3	8840.8075	collagen type III alpha 1 chain
Angiotensinogen	Collagen alpha-1(III) chain	AGT	COL3A1	3	7751.602500000001	collagen type III alpha 1 chain
Adiponectin	Collagen alpha-1(III) chain	ADIPOQ	COL3A1	3	8163.2225	collagen type III alpha 1 chain
Adhesion G protein-coupled receptor F5	Collagen alpha-1(III) chain	ADGRF5	COL3A1	3	4035.0825	collagen type III alpha 1 chain
A disintegrin and metalloproteinase with thrombospondin motifs 9	Collagen alpha-1(III) chain	ADAMTS9	COL3A1	3	4899.8725	collagen type III alpha 1 chain
A disintegrin and metalloproteinase with thrombospondin motifs 2	Collagen alpha-1(III) chain	ADAMTS2	COL3A1	3	1356.465	collagen type III alpha 1 chain
Actin, alpha cardiac muscle 1	Collagen alpha-1(III) chain	ACTC1	COL3A1	3	6938.6775	collagen type III alpha 1 chain
Actin, aortic smooth muscle	Collagen alpha-1(III) chain	ACTA2	COL3A1	3	2092.4700000000003	collagen type III alpha 1 chain
Target of Nesh-SH3	Collagen alpha-1(III) chain	ABI3BP	COL3A1	3	4108.39	collagen type III alpha 1 chain
Alpha-2-macroglobulin	Collagen alpha-1(III) chain	A2M	COL3A1	3	3590.1375000000003	collagen type III alpha 1 chain
von Willebrand factor	Complement factor B	VWF	CFD	2	7328.07	complement factor D
von Willebrand factor	Complement factor D	VWF	CFD	2	7328.07	complement factor D
Vascular endothelial growth factor D	Complement factor B	VEGFD	CFD	2	7016.355	complement factor D
Vascular endothelial growth factor D	Complement factor D	VEGFD	CFD	2	7016.355	complement factor D
Vascular endothelial growth factor B	Complement factor B	VEGFB	CFD	2	7392.545	complement factor D
Vascular endothelial growth factor B	Complement factor D	VEGFB	CFD	2	7392.545	complement factor D
Tumor necrosis factor receptor superfamily member 1B	Complement factor B	TNFRSF1B	CFD	2	7073.55	complement factor D
Tumor necrosis factor receptor superfamily member 1B	Complement factor D	TNFRSF1B	CFD	2	7073.55	complement factor D
Tumor necrosis factor receptor superfamily member 1A	Complement factor B	TNFRSF1A	CFD	2	6388.037499999999	complement factor D
Tumor necrosis factor receptor superfamily member 1A	Complement factor D	TNFRSF1A	CFD	2	6388.037499999999	complement factor D
Metalloproteinase inhibitor 4	Complement factor B	TIMP4	CFD	2	6460.212500000001	complement factor D
Metalloproteinase inhibitor 4	Complement factor D	TIMP4	CFD	2	6460.212500000001	complement factor D
Metalloproteinase inhibitor 2	Complement factor B	TIMP2	CFD	2	5135.4175000000005	complement factor D
Metalloproteinase inhibitor 2	Complement factor D	TIMP2	CFD	2	5135.4175000000005	complement factor D
Thrombomodulin	Complement factor B	THBD	CFD	2	6734.712500000001	complement factor D
Thrombomodulin	Complement factor D	THBD	CFD	2	6734.712500000001	complement factor D
Plasma protease C1 inhibitor	Complement factor B	SERPING1	CFD	2	5620.8150000000005	complement factor D
Plasma protease C1 inhibitor	Complement factor D	SERPING1	CFD	2	5620.8150000000005	complement factor D
Pigment epithelium-derived factor	Complement factor B	SERPINF1	CFD	2	4938.35	complement factor D
Pigment epithelium-derived factor	Complement factor D	SERPINF1	CFD	2	4938.35	complement factor D
Alpha-1-antitrypsin	Complement factor B	SERPINA1	CFD	2	7941.82	complement factor D
Alpha-1-antitrypsin	Complement factor D	SERPINA1	CFD	2	7941.82	complement factor D
Protein S100-B	Complement factor B	S100B	CFD	2	7981.28	complement factor D
Protein S100-B	Complement factor D	S100B	CFD	2	7981.28	complement factor D
Protein S100-A9	Complement factor B	S100A9	CFD	2	7147.0575	complement factor D
Protein S100-A9	Complement factor D	S100A9	CFD	2	7147.0575	complement factor D
Protein S100-A12	Complement factor B	S100A12	CFD	2	8578.505	complement factor D
Protein S100-A12	Complement factor D	S100A12	CFD	2	8578.505	complement factor D
Resistin	Complement factor B	RETN	CFD	2	5886.2775	complement factor D
Resistin	Complement factor D	RETN	CFD	2	5886.2775	complement factor D
Retinol-binding protein 4	Complement factor B	RBP4	CFD	2	4540.405	complement factor D
Retinol-binding protein 4	Complement factor D	RBP4	CFD	2	4540.405	complement factor D
Myeloblastin	Complement factor B	PRTN3	CFD	2	4450.505	complement factor D
Myeloblastin	Complement factor D	PRTN3	CFD	2	4450.505	complement factor D
Vitamin K-dependent protein S	Complement factor B	PROS1	CFD	2	7548.905000000001	complement factor D
Vitamin K-dependent protein S	Complement factor D	PROS1	CFD	2	7548.905000000001	complement factor D
Proteoglycan 4	Complement factor B	PRG4	CFD	2	7642.08	complement factor D
Proteoglycan 4	Complement factor D	PRG4	CFD	2	7642.08	complement factor D
Phospholipid transfer protein	Complement factor B	PLTP	CFD	2	5041.845	complement factor D
Phospholipid transfer protein	Complement factor D	PLTP	CFD	2	5041.845	complement factor D
Platelet-activating factor acetylhydrolase	Complement factor B	PLA2G7	CFD	2	8411.682499999999	complement factor D
Platelet-activating factor acetylhydrolase	Complement factor D	PLA2G7	CFD	2	8411.682499999999	complement factor D
Xaa-Pro dipeptidase	Complement factor B	PEPD	CFD	2	6697.58	complement factor D
Xaa-Pro dipeptidase	Complement factor D	PEPD	CFD	2	6697.58	complement factor D
Proenkephalin-A	Complement factor B	PENK	CFD	2	8025.84	complement factor D
Proenkephalin-A	Complement factor D	PENK	CFD	2	8025.84	complement factor D
Platelet endothelial cell adhesion molecule	Complement factor B	PECAM1	CFD	2	7378.202499999999	complement factor D
Platelet endothelial cell adhesion molecule	Complement factor D	PECAM1	CFD	2	7378.202499999999	complement factor D
Myeloperoxidase	Complement factor B	MPO	CFD	2	6837.724999999999	complement factor D
Myeloperoxidase	Complement factor D	MPO	CFD	2	6837.724999999999	complement factor D
72 KDa type IV collagenase	Complement factor B	MMP2	CFD	2	7950.8625	complement factor D
72 KDa type IV collagenase	Complement factor D	MMP2	CFD	2	7950.8625	complement factor D
Matrix Gla protein	Complement factor B	MGP	CFD	2	7739.2925	complement factor D
Matrix Gla protein	Complement factor D	MGP	CFD	2	7739.2925	complement factor D
Lumican	Complement factor B	LUM	CFD	2	7601.2525	complement factor D
Lumican	Complement factor D	LUM	CFD	2	7601.2525	complement factor D
Leucine-rich alpha-2-glycoprotein	Complement factor B	LRG1	CFD	2	6730.8925	complement factor D
Leucine-rich alpha-2-glycoprotein	Complement factor D	LRG1	CFD	2	6730.8925	complement factor D
Galectin-3-binding protein	Complement factor B	LGALS3BP	CFD	2	7814.389999999999	complement factor D
Galectin-3-binding protein	Complement factor D	LGALS3BP	CFD	2	7814.389999999999	complement factor D
Galectin-3	Complement factor B	LGALS3	CFD	2	4646.9725	complement factor D
Galectin-3	Complement factor D	LGALS3	CFD	2	4646.9725	complement factor D
Immunoglobulin kappa variable 4-1	Complement factor B	IGKV4-1	CFD	2	9248.173333333334	complement factor D
Immunoglobulin kappa variable 4-1	Complement factor D	IGKV4-1	CFD	2	9248.173333333334	complement factor D
Insulin-like growth factor-binding protein 2	Complement factor B	IGFBP2	CFD	2	8893.7125	complement factor D
Insulin-like growth factor-binding protein 2	Complement factor D	IGFBP2	CFD	2	8893.7125	complement factor D
Insulin-like growth factor I	Complement factor B	IGF1	CFD	2	5509.555	complement factor D
Insulin-like growth factor I	Complement factor D	IGF1	CFD	2	5509.555	complement factor D
Haptoglobin	Complement factor B	HP	CFD	2	7553.68	complement factor D
Haptoglobin	Complement factor D	HP	CFD	2	7553.68	complement factor D
Hemoglobin subunit alpha	Complement factor B	HBA1	CFD	2	5540.616666666666	complement factor D
Hemoglobin subunit alpha	Complement factor D	HBA1	CFD	2	5540.616666666666	complement factor D
